@relation Sim_Y1

@attribute Z1 numeric
@attribute Z2 numeric
@attribute Z3 numeric
@attribute Z4 numeric
@attribute Z5 numeric
@attribute Z6 numeric
@attribute Z7 numeric
@attribute Y1 numeric

@data
1.440309,0.222113,-0.497908,-0.849469,0.950727,0.086072,0.837993,0
0.587415,-0.073243,0.060403,0.202635,0.653931,0.708182,0.948086,1
1.322116,0.43681,-0.710547,-0.6349,0.793806,1.095328,0.663894,0
0.900596,-0.284313,0.415437,0.109781,0.764349,0.758471,0.595334,0
1.302151,0.07949,-0.329541,-0.849916,0.673932,-0.265222,0.891965,0
1.745252,0.37133,0.513594,1.252767,0.758884,-0.250467,0.995218,0
1.815919,0.100689,0.491656,1.150844,-0.06929,-1.010379,0.698081,1
1.408964,1.234184,0.969723,2.140283,0.911583,0.061753,0.263868,0
0.902557,0.256602,0.024034,0.15909,0.794264,0.830801,0.755081,0
0.818293,-0.08884,-0.309892,-0.195472,1.10134,1.124617,0.66291,0
1.137046,-0.023515,-0.208731,-0.692242,0.546992,-0.188556,0.815248,0
1.022043,0.465496,-0.045454,0.159614,0.771659,1.064268,0.725983,0
1.7723,0.170763,0.56844,1.215371,0.354515,-0.35939,0.681427,0
1.83852,0.356405,0.653869,1.327979,0.348045,-0.573629,0.728426,0
1.805413,-0.479553,-0.110034,-1.063483,-0.641295,-0.916965,0.723993,0
0.965936,0.227648,0.166269,0.125684,0.668775,1.408135,-0.136428,0
2.007888,1.091624,0.993921,1.833415,0.86791,0.379966,0.338365,0
0.756323,0.048609,0.00675,0.262291,0.890139,0.655383,0.881707,0
0.653237,-0.270156,0.326173,-0.085143,0.947922,0.475794,0.870794,0
1.876312,0.932896,-0.708354,-0.485764,1.085536,1.299305,0.797234,0
1.652944,0.574115,0.522684,1.337151,0.862786,0.045306,1.12724,0
1.033805,0.357609,-0.083234,-0.014294,1.049273,1.433891,0.443164,0
1.679194,0.157444,0.741904,0.93869,0.314219,-0.213716,0.661459,0
1.300792,0.007973,0.615927,1.355546,0.619926,-0.41498,1.275599,0
0.995055,0.044405,0.240726,0.636267,0.885181,0.510062,1.00975,0
1.44789,0.162367,0.550831,0.840754,0.505053,-0.164116,0.727906,0
1.220129,-0.337753,-0.164284,-0.734558,0.373846,-0.107751,1.040336,1
1.553374,0.126316,0.557059,1.197806,0.816633,-0.110011,0.942049,0
0.700592,0.113368,-0.154622,0.08349,0.783383,1.071437,0.794664,0
1.247334,0.32849,0.226266,0.545834,0.88471,0.553536,0.459032,1
0.389397,0.707244,0.488389,1.898441,0.970148,-0.143214,1.12555,0
1.071709,-0.153972,-0.125184,-0.336241,0.827225,1.103348,0.38544,0
1.927517,0.131374,-0.794187,-1.150432,0.311477,-0.095404,0.402758,0
1.218504,0.574273,-0.847734,-0.427634,1.178684,1.06091,0.832696,0
1.284791,0.609462,-0.466787,0.260558,1.025725,1.168417,0.699275,0
1.693197,0.455219,0.913941,1.534001,0.336774,-0.902201,0.808095,1
1.726663,1.025603,-0.733197,0.308748,0.732384,1.316351,1.012795,0
0.827516,0.057383,-0.241223,-0.206657,0.807174,0.685664,0.664691,0
1.07787,-0.015544,-0.269893,-0.628967,0.98841,0.689211,0.734595,0
1.649238,1.072994,0.918273,1.829317,0.872375,-0.283059,0.65994,1
0.754508,0.252466,-0.554285,-0.392346,0.819856,1.015003,1.092963,0
0.364149,0.597921,0.654064,1.929801,0.76734,-0.252822,0.902534,1
0.82999,0.37855,0.646261,1.714641,0.605257,-0.127191,1.015811,1
0.862654,0.06695,0.065255,-0.200868,1.083677,1.194073,0.537558,0
1.095336,0.361371,0.209619,0.823768,0.91509,0.105222,1.129694,0
1.287865,0.307925,-0.640309,-0.713137,0.937192,0.044433,0.828508,0
1.079824,0.27214,0.661725,0.884053,0.571491,-0.198331,1.16481,1
1.17023,0.199586,-0.015394,0.53945,0.897752,0.26972,0.678039,0
1.99128,1.096847,-0.856863,-0.034748,0.709769,1.432851,0.718344,0
1.381121,0.349922,0.378267,0.862302,0.542095,-0.127042,0.846615,0
2.115199,1.203153,-0.932078,-0.125985,1.077717,1.651151,0.984488,0
0.675128,-0.165151,0.125663,-0.344179,0.729836,0.559758,1.071654,0
1.015074,0.301567,-0.128441,-0.118532,1.026159,1.244385,0.580435,0
2.480739,1.229509,-0.91796,-0.066104,0.908365,2.38871,0.172116,0
2.111624,1.246918,0.969486,1.817994,0.754778,0.139464,0.692324,1
1.530489,0.383101,0.159692,1.057584,0.622196,-0.440967,1.112221,0
1.459732,0.148436,0.528429,1.336491,0.427674,-0.303521,1.049468,0
1.23541,0.29422,0.46118,0.678677,1.018776,0.543579,0.750823,1
1.00193,0.03475,0.014297,0.325776,1.000983,1.299776,0.145123,0
0.953326,0.003328,0.587339,0.755162,0.79141,-0.122412,1.17796,0
2.129995,-0.358238,-0.26582,-1.259371,-1.030348,-0.932127,0.131842,0
0.604691,-0.186628,0.324913,0.148651,0.752766,0.282278,0.94762,0
1.446945,0.566996,-0.420823,-0.634171,0.662619,0.42742,0.76474,0
1.116605,0.126044,-0.292475,-0.904796,0.681512,-0.010793,1.115607,0
2.519691,0.819608,0.865316,1.407261,0.756609,-0.024465,0.576795,1
0.740622,0.591071,-0.908859,-0.218982,1.041502,1.170315,1.24757,0
0.565448,-0.440938,0.175933,0.04722,0.603174,0.243812,1.207996,0
1.101505,0.20356,-0.006718,-0.291709,0.71218,1.415175,0.271161,0
1.601095,0.703441,-0.850112,-0.379405,1.013391,1.581062,0.513891,0
1.05661,-0.286636,-0.278823,-0.59575,0.204505,-0.128742,0.796919,0
1.479233,0.700189,-0.553842,0.21728,0.723133,1.461631,0.542682,0
0.247798,0.605583,0.759763,2.007964,0.829277,-0.149232,0.85684,1
1.321791,0.198648,-0.565308,-0.778896,0.247404,-0.276536,0.627153,0
1.348004,-0.286936,-0.278148,-0.79257,-0.200859,-0.395272,0.727907,0
0.74515,-0.000897,-0.347376,-0.390647,0.916058,0.845853,0.933842,0
0.515679,0.700315,0.872328,2.000478,0.802626,-0.344884,0.764373,1
0.853972,0.70481,0.948154,1.9832,0.608517,0.436147,0.247523,0
1.299148,-0.069449,-0.145482,-0.775867,0.2052,-0.360762,0.753474,0
0.968579,0.254227,-0.659336,-0.456925,0.722637,1.237108,0.782735,0
1.094754,0.198374,0.277538,0.786031,0.716243,-0.274019,1.148056,0
1.375979,0.844379,0.648131,1.715697,0.960513,-0.649478,1.026566,0
1.508172,-0.104973,-0.549436,-0.90854,0.504843,-0.163669,0.610418,0
1.087029,-0.352701,0.296194,0.368792,0.472512,0.414541,0.629007,1
1.704361,0.746396,-0.757437,-0.684266,0.769835,0.933779,0.897753,0
1.228614,0.274058,-0.535162,-0.730102,0.842393,0.272202,0.793194,0
0.683203,0.202876,-0.330628,-0.396242,0.917503,0.571275,1.057157,0
1.7233,0.455949,0.948646,1.148182,0.923158,-0.530618,1.080303,0
0.71268,0.018982,0.104964,0.173431,0.676215,0.841684,0.823401,0
0.855228,-0.419006,0.279744,0.31199,0.644772,0.248407,1.055496,0
0.751468,-0.161225,0.100993,-0.293372,1.030358,0.637776,0.963523,0
0.480864,0.645309,0.442989,1.867182,0.784131,-0.115157,1.102238,1
1.947913,-0.339303,-0.214632,-1.115593,-0.937215,-0.830138,0.324399,0
1.899096,-0.127936,-0.465589,-1.133806,-0.82502,-0.859495,0.243691,0
1.034613,1.074739,0.810689,1.99077,0.814517,-0.083725,0.874525,1
1.833345,0.243269,0.847967,1.033261,0.332763,0.150013,0.287886,1
1.380296,-0.051431,-0.330688,-0.747932,0.304483,-0.443578,0.676086,0
1.018764,0.0929,0.448581,0.478934,0.745709,0.354012,0.688077,1
1.125527,0.510504,-0.510417,-0.370123,0.895647,1.002616,0.850771,0
1.89075,0.125572,-0.748846,-1.268541,0.074499,-0.298938,0.27613,0
0.45241,0.715262,0.658068,2.078793,1.120411,0.406503,0.486039,0
1.070489,0.434628,-0.324778,0.094228,0.694498,1.11241,0.425535,0
1.404036,0.6287,-0.427779,-0.485732,0.982325,1.494945,0.540929,0
1.495388,1.162167,0.970416,2.063112,1.023097,0.566203,-0.113105,1
1.234268,0.731321,-0.79126,-0.394666,0.913605,1.485678,1.051293,0
1.245436,0.020606,0.540676,0.840817,0.564856,-0.343702,0.923721,0
0.860518,-0.449258,-0.09942,-0.412344,0.596902,-0.243466,1.113845,0
1.174392,-0.040734,0.502832,0.985347,0.268945,-0.643258,1.178517,0
0.906081,-0.332273,0.371847,0.247063,0.682842,0.473441,0.711682,0
1.883771,0.629135,0.637696,1.480143,0.647115,-0.862028,0.870746,0
0.905189,0.817146,0.58518,1.868073,1.088268,-0.184357,1.022319,0
1.538574,0.023765,0.414657,1.150063,0.579808,-0.426185,1.036331,0
0.942247,0.104271,0.130512,0.14073,0.968363,1.185246,0.488146,0
1.308628,0.535309,-0.239834,-0.338616,1.16408,1.388723,0.206027,0
1.556098,0.723442,0.495808,1.668704,0.757448,-0.215999,0.864463,1
0.860415,-0.159728,-0.083613,-0.081181,0.856455,0.894847,0.577121,0
1.594078,0.781384,-0.645057,0.195893,0.844096,1.551859,0.386498,0
0.747062,0.129811,-0.320984,-0.072212,0.769093,0.793616,0.863485,0
1.450887,0.311818,0.386657,1.266668,0.797005,-0.277102,1.149997,0
1.422876,0.123649,0.595535,1.13155,0.654377,-0.540084,1.046226,0
0.520138,-0.176284,-0.344163,-0.3859,0.693701,0.771263,1.124949,0
1.014425,0.172496,-0.17482,0.038745,0.672129,1.451648,0.202436,0
1.465788,0.686053,-0.652458,-0.716999,1.111069,1.236048,0.951816,0
2.256897,1.340459,-0.962462,-0.171085,0.817837,1.419889,1.125729,0
0.600029,-0.373095,0.207539,-0.009959,0.694758,0.437063,1.069377,0
1.457523,0.493373,-0.674813,-0.819611,0.76776,0.299367,1.049687,0
2.276867,1.006809,0.953825,1.619932,1.044993,-0.230895,0.739795,1
1.92593,0.66081,0.601025,1.544966,0.705127,0.048561,0.67796,0
0.475613,0.264991,0.855933,1.741097,0.699428,-0.676219,1.259629,0
1.099061,0.300553,-0.046503,-0.155399,0.656601,1.229269,0.214474,0
1.284341,0.416146,-0.051866,0.175826,0.95493,1.221353,0.120089,0
0.909947,-0.192132,0.256583,0.327673,1.019405,0.980343,0.535022,0
1.023083,-0.151219,0.43832,0.54614,0.774973,0.710915,0.645651,0
1.289505,0.478283,-0.762833,-0.746656,0.650649,0.158438,1.080282,0
1.289921,0.684506,-0.739069,-0.045785,0.705582,1.974203,0.517588,0
1.497607,0.752581,-0.71061,-0.008492,1.036786,2.018818,0.557159,0
2.776358,1.22875,0.93209,1.679188,1.061221,0.445673,-0.098057,1
1.298284,0.094862,0.656273,1.313482,0.1223,-0.922028,1.184905,1
1.534022,0.864688,-0.99774,-0.589254,0.993698,0.695263,1.067183,0
1.983738,0.70457,0.466291,1.2059,0.886215,0.285407,0.963385,0
1.111766,-0.210684,0.518118,0.232306,0.558613,0.835669,0.336011,0
1.806557,0.88602,-0.751264,-0.339358,0.706037,1.459323,0.547608,0
1.048335,1.002499,0.942388,2.032945,0.61766,-0.228562,0.559668,1
1.258134,0.553363,-0.702898,-0.361149,0.730537,1.651857,0.629976,0
1.095613,0.239555,-0.723103,-0.515065,1.049323,1.22251,0.708338,0
1.0288,-0.02759,0.290681,0.270313,0.957406,1.248974,-0.098749,0
1.754563,0.633146,0.560037,1.565807,0.986847,-0.203877,0.712307,0
1.489741,0.055607,0.601846,0.970758,0.243361,-0.716403,0.744901,1
1.271224,0.424713,-0.513523,-0.086596,0.921229,1.890483,0.156459,0
0.83055,0.358851,-0.130055,0.371854,1.161452,0.700646,1.009076,0
1.044429,0.76577,0.95311,1.881442,0.940069,0.164115,0.567707,0
0.951372,0.283412,-0.573942,-0.192373,0.7174,1.413365,0.738111,0
1.692332,0.199027,0.296673,1.0719,0.12764,-0.718887,0.843695,0
1.037021,0.341119,-0.213602,-0.253077,0.688623,1.315037,0.446834,0
2.50287,1.035219,0.84389,1.38052,1.056322,-0.170767,1.021405,1
1.30615,-0.141174,-0.548829,-0.856072,0.812136,0.047876,0.977002,0
1.27784,0.192861,-0.268295,-0.553144,0.638959,0.9054,0.518973,0
1.514127,0.791512,-0.802934,0.142324,0.731231,1.775841,0.513326,0
1.2578,0.491303,-0.393165,0.18388,1.166683,1.291117,0.455943,0
1.070204,0.367007,-0.296007,-0.609589,0.989763,0.604957,1.071755,0
1.500945,0.875832,0.792662,1.775364,0.912199,-0.018631,0.663846,0
1.214874,0.573036,-0.744001,-0.031448,0.73558,1.845154,0.627577,0
1.486594,0.001066,-0.223477,-0.92829,0.349525,-0.271529,0.753739,0
1.052618,0.160715,0.266249,0.821289,1.01869,-0.15473,1.242972,0
1.69207,0.424985,0.493351,0.956902,0.971349,0.408333,0.698933,0
0.856247,-0.309648,-0.281697,-0.555176,0.272461,-0.162325,1.118845,0
0.938228,0.150341,0.006795,-0.116977,1.011019,0.867675,0.392923,0
0.985889,0.367868,-0.87893,-0.3956,0.868107,0.777955,0.89745,0
1.161223,0.331284,0.061283,0.152701,0.93287,1.585624,0.151485,0
0.858265,-0.325318,-0.150981,-0.755179,0.844684,0.076286,1.267878,0
1.840993,1.364537,0.939653,2.278226,1.064866,1.090513,-0.632273,1
2.38452,0.966148,0.8748,1.469844,0.99092,-0.652062,0.862859,1
1.096645,0.357803,-0.050379,-0.076895,0.769267,1.562345,-0.184591,0
0.987999,0.493634,-0.802752,-0.047036,0.902812,1.852843,0.621785,0
1.265711,0.042552,0.452295,0.43743,0.811548,0.997295,-0.142342,0
1.210576,0.264504,-0.862385,-0.558382,0.675489,0.2667,0.70851,0
1.137675,0.081958,0.482418,0.934605,0.433187,-0.415898,1.181462,0
1.741293,0.53642,0.47637,0.906805,0.639277,0.284919,0.813,0
1.17448,-0.392598,0.038031,-0.626204,0.356259,0.048604,0.880845,0
1.638795,0.323256,0.815754,0.87574,0.658233,0.182353,0.56324,0
1.822227,-0.169622,-0.43928,-1.368481,-0.119721,-0.643986,0.625878,0
1.066751,0.271992,-0.048152,0.011587,0.992892,1.557476,0.042232,0
0.920394,0.134601,0.090825,0.654558,0.889923,0.33641,1.076626,0
1.803741,0.572621,0.921542,1.194532,0.956853,-0.347645,1.01159,0
1.488362,0.369709,0.423094,1.549751,0.415497,-0.790553,0.815154,0
0.877715,0.311399,0.014263,0.369103,0.772044,0.63278,0.7534,0
1.386719,0.584925,-0.756292,-0.805249,0.786182,0.720361,1.199086,0
1.454069,0.640612,-0.462858,0.159829,0.923776,1.527123,0.295035,0
0.747284,0.326479,-0.208584,-0.179895,0.779614,0.990777,0.828558,0
0.782176,0.265745,-0.18363,0.249328,0.942753,0.8291,0.96241,0
1.24318,-0.174567,-0.343202,-0.831625,0.534166,-0.384755,0.923929,0
1.669614,0.622256,0.422056,1.580545,0.882058,-0.337468,0.895329,0
1.286041,0.522811,-0.502339,-0.667076,0.77917,1.050673,1.06021,0
2.608457,1.347218,-0.986712,-0.282229,1.024985,1.590419,0.836531,1
1.435586,-0.024804,-0.266497,-0.833454,0.161734,-0.618457,0.799046,0
2.235821,1.132451,0.924049,1.73265,1.082014,-0.027013,0.741549,0
1.306667,-0.030371,0.478054,0.509292,0.578019,0.713191,0.071555,0
1.292655,0.437095,0.017512,0.31486,0.758916,1.440653,0.016161,1
1.159947,-0.258824,-0.335109,-0.78268,0.566258,-0.052446,0.987064,0
1.639172,0.530989,0.267014,0.721281,0.813546,0.886201,0.438167,0
1.821358,-0.413668,-0.110717,-0.96294,-0.694635,-1.151514,0.597101,0
1.018415,0.708211,-0.858774,0.037429,0.731404,1.377837,1.108485,0
1.277773,0.275713,0.497494,1.510473,0.766085,-0.591122,1.022697,0
1.22699,-0.341082,0.090003,-0.468085,0.595833,0.559755,0.538368,0
0.602064,-0.318015,-0.012826,-0.189537,0.789137,0.434966,1.055002,0
2.347203,1.177558,-0.885746,-0.124725,0.920443,2.281594,0.083712,0
0.834171,0.429815,-0.422388,0.054308,0.709789,1.30923,0.772884,0
0.932538,-0.453593,-0.094478,-0.348286,0.232232,0.085269,0.916847,0
1.956454,-0.314233,-0.332629,-1.422543,-1.11673,-1.335382,-0.031806,0
1.648661,0.553929,-0.515376,-0.755736,1.021137,0.301137,0.773454,0
0.59908,0.29956,-0.735575,-0.331302,1.161438,1.244692,1.101029,0
0.954645,0.062037,-0.441981,-0.569329,0.804846,0.747831,0.784998,0
2.066935,0.290692,-0.868826,-1.149843,-0.630294,-0.742898,-0.209096,0
1.616345,0.142352,0.439004,1.172047,0.521403,-0.252605,0.899282,0
2.613205,1.151664,0.96328,1.418589,0.947687,-0.435736,1.149671,1
1.364187,0.488976,-0.754266,-0.63974,0.64287,0.288302,0.711288,0
0.89956,0.330103,-0.144445,0.223228,0.799309,1.164369,0.70812,0
0.58398,0.134437,-0.32752,-0.385081,0.711606,0.506159,1.104304,0
1.003577,-0.117621,-0.033785,0.061388,1.039188,0.92557,0.413808,0
1.129939,0.167432,-0.010305,0.345851,0.855625,0.775924,0.450003,0
1.695064,-0.136684,-0.359317,-1.2097,0.065945,-0.672935,0.741965,1
1.755342,0.441923,0.403016,1.355697,0.303492,-0.723934,0.97443,0
1.500504,-0.171621,0.353513,0.907454,-0.307385,-0.605215,0.759573,0
0.544492,-0.139089,0.036981,-0.429109,0.788545,0.537022,1.123497,0
1.701825,-0.081579,0.593877,1.08993,0.270199,-0.233805,0.681585,0
1.51548,0.860837,-0.918058,0.253919,1.150086,1.379078,0.796118,0
1.172344,-0.173457,0.565765,0.395976,0.574082,0.538531,0.424458,0
1.013269,0.208286,0.143126,0.084708,1.030872,1.591836,-0.25968,0
0.875324,0.086095,0.378945,0.378082,0.613874,0.384535,0.77469,0
1.487842,0.193233,0.637518,0.896104,0.92903,0.209409,0.652002,0
1.667421,-0.026822,0.602433,1.128745,0.113268,-0.414543,0.744854,0
0.822559,-0.443943,0.180764,-0.017967,0.598565,0.385459,0.9592,0
1.568612,0.816791,-0.717109,-0.37819,1.061372,1.732036,0.61656,0
1.137127,0.554979,-0.434517,-0.619663,1.096765,0.80162,1.111618,0
1.887075,0.24947,-0.818038,-1.078051,0.562917,-0.018568,0.547418,0
0.953602,-0.178232,0.452194,0.373655,0.795182,0.315783,0.805434,1
0.788886,0.211798,-0.403563,-0.500795,0.82232,0.4027,1.021512,0
1.835811,0.141021,-0.53118,-1.032705,-0.399256,-0.712191,0.467787,0
1.767531,0.236184,-0.607738,-1.171713,0.426797,-0.338074,0.592525,0
1.016126,0.450126,-0.854622,-0.614646,0.847268,0.579414,1.030801,0
1.470118,0.295386,0.203398,0.598638,1.074705,1.03279,0.086194,0
1.333918,0.197904,0.103199,0.787328,0.598212,0.161387,0.864806,0
2.00999,0.535922,0.941667,1.242647,0.619936,-0.386325,0.607471,0
0.668477,0.002468,-0.489698,-0.417367,0.751774,0.418484,1.097672,0
1.161517,-0.021828,0.251677,0.804256,0.43256,0.009102,0.870481,1
1.933509,0.931225,-0.696376,0.004737,0.963604,2.02748,0.177022,0
1.112719,-0.300797,0.314094,0.586915,0.715604,0.54563,0.839739,1
1.116725,-0.204031,0.221612,0.357751,0.846972,1.01602,0.506837,0
2.011664,0.788476,0.867934,1.234892,0.700648,-0.469452,1.098568,0
0.776748,0.284041,-0.153849,0.273785,0.84123,0.733996,0.837543,0
0.869059,0.269435,0.046132,-0.055809,0.660364,0.847871,0.615606,0
0.86148,0.702013,0.780551,1.803005,0.710691,-0.516704,1.014465,0
1.183807,0.348308,-0.43078,0.068382,0.765875,1.728076,0.196419,0
1.182148,-0.288521,-0.339757,-0.552456,0.630763,0.388828,0.717102,0
0.667501,0.241099,-0.527337,-0.51296,0.892249,0.382466,1.246384,0
1.536971,0.583248,0.822255,1.620637,0.888277,-0.031747,0.736201,0
0.760341,0.456766,-0.131326,-0.229418,0.909748,0.924442,0.964588,0
2.497941,0.780521,0.827547,1.338583,0.934792,0.150553,0.420684,0
1.067163,0.290763,-0.605954,-0.172729,0.729142,1.28346,0.485088,0
1.052955,0.165457,-0.22498,-0.677861,0.643838,0.158037,1.028071,1
1.87688,0.610319,0.628217,1.477346,0.298184,-0.905081,0.724995,1
0.8709,-0.458514,0.057003,-0.1207,0.393674,0.266896,0.979599,0
1.237155,0.531675,-0.321176,-0.266656,0.714885,1.830357,0.309688,0
1.318566,0.385417,0.128722,0.403697,0.769652,1.556081,-0.031204,0
1.501794,0.16947,-0.734309,-0.800165,0.773223,0.184919,0.574302,0
1.415284,0.586617,0.615196,1.655955,0.759174,-0.614107,0.779832,0
0.646316,0.419886,-0.492533,-0.448581,0.966449,0.713409,1.201441,0
1.722739,0.149329,0.620314,1.323457,-0.219625,-1.043164,0.675911,1
1.176214,0.297453,0.117467,0.406724,0.61479,1.264612,-0.032533,0
2.124997,0.489674,0.523357,1.286086,0.803358,-0.049417,0.590338,0
2.034094,0.76264,0.826416,1.555622,0.680443,0.004819,0.799326,0
0.862293,0.057914,-0.353018,-0.76203,0.689126,0.187467,1.217996,0
1.360987,0.569321,-0.960262,-0.874132,1.180091,0.813752,1.217496,0
0.801537,0.848484,0.895796,2.056443,0.736253,0.354509,0.406418,0
0.884788,0.091731,-0.636961,-0.454123,0.925378,0.756643,0.755573,0
0.820172,0.433498,-0.609955,-0.433215,1.167571,0.888911,1.101228,0
1.249268,0.483026,-0.050103,0.062897,0.812038,1.468302,0.149098,0
1.180718,0.560155,-0.863845,-0.075167,0.724109,1.706219,0.562194,0
1.118566,0.151239,-0.258794,-0.234219,0.835899,1.495297,0.204158,0
1.34988,1.075825,0.924928,2.336957,0.733886,0.901497,-0.122481,1
1.366857,0.221181,0.442135,0.94807,0.438657,-0.432992,1.046777,0
1.421678,-0.318295,0.42491,0.608427,0.697506,0.462722,0.456422,0
1.086889,0.799201,0.698577,1.867709,1.009004,-0.188822,0.794072,1
1.446326,0.723396,0.59117,1.719716,0.65992,-0.284126,0.696461,0
2.261465,0.795168,0.798071,1.309796,0.724549,0.039293,0.852294,0
0.824112,0.166846,0.001352,-0.073358,0.734139,0.938102,0.607078,0
1.627227,0.998735,-0.95076,-0.476717,1.153643,1.221217,1.129512,0
1.170278,0.350848,0.179074,0.848568,0.621699,-0.257418,1.061461,0
1.660997,0.753901,-0.514001,-0.659765,0.793202,0.963911,0.703788,0
0.776584,-0.036036,0.013578,0.307536,0.81656,0.749475,0.812776,1
0.889433,0.068698,-0.340084,-0.633764,1.016808,0.149403,1.139713,0
2.828984,1.148878,0.997111,1.536107,1.142323,0.304456,0.515014,1
0.348178,0.543582,0.80922,2.008496,0.717077,0.120381,0.615178,1
2.13215,1.055031,-0.903462,-0.496281,1.118035,1.427787,0.773292,0
1.320307,0.379364,0.278395,0.44464,0.867925,1.07941,0.112884,0
1.113709,1.068703,0.786764,2.226605,0.989651,0.20939,0.48546,0
0.62051,0.395315,-0.684896,-0.455818,1.039163,0.720739,1.206278,0
1.640244,1.099137,0.979511,1.88351,0.989318,-0.007121,0.436869,1
1.683116,0.383021,0.457011,0.96093,0.648105,0.136565,0.69909,0
0.931825,0.289146,-0.15049,-0.499305,0.793938,0.924039,0.907144,0
0.807931,0.638329,0.642771,1.917763,0.878661,0.074002,0.538082,1
1.86297,0.127403,-0.71763,-1.206996,0.376378,-0.271076,0.584759,0
0.768228,0.275844,-0.735695,-0.285353,1.062758,0.668971,0.882789,0
0.917803,-0.195037,-0.064879,-0.430886,0.586964,0.69023,0.79973,0
1.647426,-0.093385,-0.559764,-1.39227,-0.831912,-1.452027,-0.674332,0
1.703807,-0.27808,-0.100346,-0.955881,-0.171039,-0.839412,0.742398,1
1.198803,-0.16138,0.292446,0.838859,0.353654,-0.059769,0.977749,1
1.880391,0.481966,0.982085,1.131316,0.657713,-0.237248,0.722868,0
1.026297,0.08415,0.39639,0.67438,0.620849,0.295603,0.92552,0
1.605334,1.267813,0.907889,1.94766,0.738113,-0.147395,0.814914,1
1.147792,-0.325007,-0.08825,-0.634773,-0.274542,-0.49091,0.800482,0
1.212578,1.055356,0.838935,2.249392,1.046608,0.357184,0.234179,1
1.014579,0.042335,0.470105,0.456753,0.917505,0.423595,0.711347,0
1.928218,-0.008668,-0.50322,-1.077687,-0.502195,-0.837152,0.035459,0
0.905427,0.490741,-0.772748,-0.227873,1.010931,1.057071,0.834471,1
1.630689,0.355629,-0.749414,-1.042389,0.703813,0.038173,0.968494,0
1.588966,-0.000101,0.598492,1.110666,0.017703,-0.786754,0.910897,1
1.276858,0.395863,-0.07146,0.299988,0.864867,1.694765,-0.082345,0
0.854893,0.544289,0.851053,1.851135,0.78599,0.070161,0.361388,0
1.177817,0.518506,-0.249601,0.311163,0.973093,1.437886,0.451054,0
1.367504,0.622192,-0.516458,0.141194,0.882839,1.896557,0.063228,0
2.884715,1.408784,-0.96971,0.006324,0.794818,1.947731,0.452301,1
0.893593,-0.396421,0.176148,0.337959,0.801838,0.26862,0.999573,0
1.579168,0.029792,0.568769,1.322412,0.307628,-0.428419,0.837348,1
2.681672,1.013619,0.917426,1.391079,0.674411,0.126581,0.732425,1
1.596125,0.154004,0.738338,1.065921,0.39194,-0.434063,0.967561,0
1.888864,0.346263,-0.747999,-1.081971,0.426544,-0.373592,0.500233,0
0.997901,0.193913,0.299127,0.352323,1.013502,0.687906,0.499016,0
1.651505,0.815094,-0.570265,0.281816,1.171955,1.356932,0.614997,0
0.728981,-0.06164,0.027241,-0.111675,1.058028,0.717887,0.731689,0
2.207533,1.064664,-0.833974,-0.213402,0.780002,2.134676,0.115439,0
0.869276,-0.312261,-0.035631,-0.466541,0.784556,0.365847,1.086743,0
0.710856,-0.004148,-0.451993,-0.660046,0.798808,0.676383,1.203617,1
